movie_id,genre
0088961,"Horror, Sci-Fi"
5189554,"Comedy, Family, Music"
0291502,"Comedy, Romance"
6864046,"Action, Adventure, Drama"
0910554,"Comedy, Sci-Fi"
5640060,"Crime, Drama"
8575476,"Crime, Drama, Thriller"
4642170,Comedy
0074777,"Drama, Romance"
3595776,Comedy
0190641,"Animation, Action, Adventure"
0947802,"Crime, Drama, Thriller"
0069883,"Drama, Romance"
1247637,"Crime, Drama, Thriller"
0056111,"Drama, War"
0261289,"Comedy, Romance"
0427470,"Crime, Drama, Thriller"
4179040,"Drama, Mystery"
1410063,"Drama, History, Romance"
0105428,"Fantasy, Horror"
10768456,"Comedy, Drama, Romance"
10327526,Drama
13189798,Romance
2888046,"Action, Biography, Drama"
6461736,"Action, Drama, Thriller"
1185834,"Animation, Action, Adventure"
1459243,"Drama, Romance"
0095889,"Horror, Thriller"
2728784,"Drama, Sci-Fi, Thriller"
0093756,"Comedy, Crime"
0799934,Comedy
12756246,Drama
0060397,"Adventure, Family, Sci-Fi"
1893218,Drama
0056241,"Biography, Drama"
5337806,"Drama, History"
0055032,"Drama, Romance"
12389030,Romance
11154906,"Comedy, Drama, Romance"
6333060,"Documentary, Sport"
8000718,"Action, Drama, Mystery"
0500092,"Animation, Drama, Horror"
0423661,"Comedy, Drama"
13372992,"Comedy, Fantasy, Horror"
14152756,"Documentary, Adventure"
8372778,Comedy
0465375,"Comedy, Drama, Romance"
14689620,"Drama, Fantasy"
